votes,user_link,tier,notebook_name,num_visualizations,num_datafiles,time_published,relative_time_published,tags,language,num_comments,notebook_link
1,https://kaggle.com/brarajit18,contributor,ResearchPaperAPI (Data Exploitation API) ,0,0,Wed Mar 18 2020 18:43:48 GMT-0400 (Eastern Daylight Time),12d ago,[],Python,1,https://kaggle.com/brarajit18/researchpaperapi-data-exploitation-api
1,https://kaggle.com/jamespatten719,novice,Enigma_Covid19,0,0,Wed Mar 18 2020 18:21:36 GMT-0400 (Eastern Daylight Time),12d ago,[],Python,0,https://kaggle.com/jamespatten719/enigma-covid19
1,https://kaggle.com/zengrun,novice,coronavirus factors research,0,0,Wed Mar 18 2020 13:34:59 GMT-0400 (Eastern Daylight Time),12d ago,[],Python,0,https://kaggle.com/zengrun/coronavirus-factors-research
1,https://kaggle.com/ashish244co,novice,COVID-19: Analysing Research Papers (NLP),4,0,Thu Mar 19 2020 06:09:02 GMT-0400 (Eastern Daylight Time),12d ago,"['eda', 'nlp']",Python,1,https://kaggle.com/ashish244co/covid-19-analysing-research-papers-nlp
1,https://kaggle.com/henrifroese,novice,Covid - Analyzing the Symptoms,0,0,Wed Mar 18 2020 12:27:02 GMT-0400 (Eastern Daylight Time),12d ago,[],Python,1,https://kaggle.com/henrifroese/covid-analyzing-the-symptoms
1,https://kaggle.com/jaydeepsb,novice,Classification of articles by Matrix Factorization,1,1,Wed Mar 18 2020 12:13:25 GMT-0400 (Eastern Daylight Time),12d ago,[],Python,0,https://kaggle.com/jaydeepsb/classification-of-articles-by-matrix-factorization
1,https://kaggle.com/vishalsiram50,novice,COVID_19_NER extraction ,0,1,Wed Mar 18 2020 11:49:45 GMT-0400 (Eastern Daylight Time),12d ago,[],Python,2,https://kaggle.com/vishalsiram50/covid-19-ner-extraction
1,https://kaggle.com/nsteenv,novice,CORD-19 - Data extraction functions,2,0,Wed Mar 18 2020 11:16:00 GMT-0400 (Eastern Daylight Time),12d ago,[],Python,0,https://kaggle.com/nsteenv/cord-19-data-extraction-functions
1,https://kaggle.com/kiransubramaniams,novice,High level articles grouping: Topic Modeling & EDA,0,0,Thu Mar 19 2020 06:39:09 GMT-0400 (Eastern Daylight Time),12d ago,[],Python,2,https://kaggle.com/kiransubramaniams/high-level-articles-grouping-topic-modeling-eda
1,https://kaggle.com/saisandeepkantareddy,novice,CORD-19_research_challenge,0,0,Wed Mar 18 2020 07:33:27 GMT-0400 (Eastern Daylight Time),12d ago,[],Python,1,https://kaggle.com/saisandeepkantareddy/cord-19-research-challenge
1,https://kaggle.com/eliasgreen,contributor,COVID-19 simple spread research,1,0,Wed Mar 18 2020 06:17:06 GMT-0400 (Eastern Daylight Time),13d ago,[],Python,1,https://kaggle.com/eliasgreen/covid-19-simple-spread-research
1,https://kaggle.com/amanagr,contributor,CoronaVirus EDA,0,0,Wed Mar 18 2020 04:55:11 GMT-0400 (Eastern Daylight Time),13d ago,[],Python,1,https://kaggle.com/amanagr/coronavirus-eda
1,https://kaggle.com/jdj8af,novice,Data manipulation with cotools,0,0,Wed Mar 18 2020 03:00:58 GMT-0400 (Eastern Daylight Time),13d ago,[],Python,1,https://kaggle.com/jdj8af/data-manipulation-with-cotools
1,https://kaggle.com/hugokce,novice,COVID19_EDA_Study1,0,0,Wed Mar 18 2020 02:20:14 GMT-0400 (Eastern Daylight Time),13d ago,[],Python,0,https://kaggle.com/hugokce/covid19-eda-study1
1,https://kaggle.com/elsonidoq,novice,Super hacky regex search engine,0,0,Wed Mar 18 2020 16:29:44 GMT-0400 (Eastern Daylight Time),12d ago,['starter code'],Python,0,https://kaggle.com/elsonidoq/super-hacky-regex-search-engine
1,https://kaggle.com/jagannathrk,contributor,COVID-19 Research-Clustering,5,0,Wed Mar 18 2020 01:04:51 GMT-0400 (Eastern Daylight Time),13d ago,[],Python,0,https://kaggle.com/jagannathrk/covid-19-research-clustering
1,https://kaggle.com/adriensas,novice,Word-embedding,0,0,Tue Mar 17 2020 13:10:28 GMT-0400 (Eastern Daylight Time),13d ago,[],Python,0,https://kaggle.com/adriensas/word-embedding
1,https://kaggle.com/kamalch,novice,Screening for most relevant articles,1,0,Tue Mar 17 2020 06:25:13 GMT-0400 (Eastern Daylight Time),14d ago,[],Python,1,https://kaggle.com/kamalch/screening-for-most-relevant-articles
1,https://kaggle.com/garland3,novice,01_data_explore_get_abstracts,0,1,Mon Mar 16 2020 22:19:01 GMT-0400 (Eastern Daylight Time),14d ago,[],Python,1,https://kaggle.com/garland3/01-data-explore-get-abstracts
0,https://kaggle.com/sapal6,novice,covid-19 research paper language model,1,2,Sat Mar 28 2020 09:16:47 GMT-0400 (Eastern Daylight Time),2d ago,[],Python,0,https://kaggle.com/sapal6/covid-19-research-paper-language-model
0,https://kaggle.com/ivandebono,novice,COVID19_Italy_PatientZeros,0,0,Fri Mar 27 2020 21:07:37 GMT-0400 (Eastern Daylight Time),3d ago,['covid19'],Python,0,https://kaggle.com/ivandebono/covid19-italy-patientzeros
0,https://kaggle.com/gregcullen2,novice,Covid-Task-1,0,0,Fri Mar 27 2020 19:01:44 GMT-0400 (Eastern Daylight Time),3d ago,['research'],Python,0,https://kaggle.com/gregcullen2/covid-task-1
0,https://kaggle.com/erikinwest,novice,incubation_pediatric,2,0,Fri Mar 27 2020 17:58:31 GMT-0400 (Eastern Daylight Time),3d ago,[],Python,0,https://kaggle.com/erikinwest/incubation-pediatric
0,https://kaggle.com/skylord,contributor,Clean Metadata file,0,1,Sat Mar 28 2020 03:00:48 GMT-0400 (Eastern Daylight Time),3d ago,[],Python,2,https://kaggle.com/skylord/clean-metadata-file
0,https://kaggle.com/joeptummers,novice,COVID-2019-ID,2,0,Fri Mar 27 2020 16:26:11 GMT-0400 (Eastern Daylight Time),3d ago,[],Python,0,https://kaggle.com/joeptummers/covid-2019-id
0,https://kaggle.com/moazmohammed,novice,incubation_times_mean,1,0,Fri Mar 27 2020 15:01:12 GMT-0400 (Eastern Daylight Time),3d ago,[],Python,0,https://kaggle.com/moazmohammed/incubation-times-mean
0,https://kaggle.com/mlconsult,contributor,fatality and cure rate,0,0,Sat Mar 28 2020 13:18:30 GMT-0400 (Eastern Daylight Time),2d ago,[],Python,0,https://kaggle.com/mlconsult/fatality-and-cure-rate
0,https://kaggle.com/yatinece,novice,Combine_Final_Graph,0,0,Fri Mar 27 2020 11:15:33 GMT-0400 (Eastern Daylight Time),3d ago,[],Python,0,https://kaggle.com/yatinece/combine-final-graph
0,https://kaggle.com/ekaakurniawan,novice,CORD-19: Abstract and Conclusion Word Embedding,2,0,Fri Mar 27 2020 05:37:55 GMT-0400 (Eastern Daylight Time),4d ago,[],Python,1,https://kaggle.com/ekaakurniawan/cord-19-abstract-and-conclusion-word-embedding
0,https://kaggle.com/tiashadhar,novice,CORD 19 What has been published about Medical Care,0,0,Mon Mar 30 2020 03:58:00 GMT-0400 (Eastern Daylight Time),15h ago,[],Python,0,https://kaggle.com/tiashadhar/cord-19-what-has-been-published-about-medical-care
0,https://kaggle.com/railit,novice,Covid19 Ascending Phase Growth Model,6,0,Thu Mar 26 2020 19:44:18 GMT-0400 (Eastern Daylight Time),4d ago,[],Python,0,https://kaggle.com/railit/covid19-ascending-phase-growth-model
0,https://kaggle.com/tchanda,novice,COVID-19 Retrieval via Sentence Similarity,1,0,Fri Mar 27 2020 19:02:49 GMT-0400 (Eastern Daylight Time),3d ago,[],Python,0,https://kaggle.com/tchanda/covid-19-retrieval-via-sentence-similarity
0,https://kaggle.com/candyke,novice,CORD-19 Named Entities - Searching Vaccines,0,0,Mon Mar 30 2020 14:58:01 GMT-0400 (Eastern Daylight Time),4h ago,[],Python,0,https://kaggle.com/candyke/cord-19-named-entities-searching-vaccines
0,https://kaggle.com/mandeep419,novice,Covid-19 - MetaData Overview,0,1,Thu Mar 26 2020 12:48:35 GMT-0400 (Eastern Daylight Time),4d ago,[],Python,0,https://kaggle.com/mandeep419/covid-19-metadata-overview
0,https://kaggle.com/edrushton,expert,CORD-19: interactive word2vec paragraph search ,0,0,Thu Mar 26 2020 06:34:22 GMT-0400 (Eastern Daylight Time),5d ago,[],Python,0,https://kaggle.com/edrushton/cord-19-interactive-word2vec-paragraph-search
0,https://kaggle.com/dangizzi,novice,"😷 COVID-19 Social Sciences, Vaccines, and Origins",5,1,Wed Mar 25 2020 22:35:51 GMT-0400 (Eastern Daylight Time),5d ago,[],Python,0,https://kaggle.com/dangizzi/covid-19-social-sciences-vaccines-and-origins
0,https://kaggle.com/dextorkaushik,novice,Covid-19 EDA in detail,5,0,Wed Mar 25 2020 22:08:53 GMT-0400 (Eastern Daylight Time),5d ago,[],Python,1,https://kaggle.com/dextorkaushik/covid-19-eda-in-detail
0,https://kaggle.com/acordova,novice,COVID-19 Cases Acceleration by Country,0,0,Mon Mar 30 2020 13:04:29 GMT-0400 (Eastern Daylight Time),6h ago,[],Python,0,https://kaggle.com/acordova/covid-19-cases-acceleration-by-country
0,https://kaggle.com/leonardosavasta,novice,COVID-19 research NPI,5,0,Wed Mar 25 2020 18:29:09 GMT-0400 (Eastern Daylight Time),5d ago,[],Python,0,https://kaggle.com/leonardosavasta/covid-19-research-npi
0,https://kaggle.com/reyesaldasoro,novice,QualityOfCovidData,0,0,Wed Mar 25 2020 18:10:47 GMT-0400 (Eastern Daylight Time),5d ago,[],Python,0,https://kaggle.com/reyesaldasoro/qualityofcoviddata
0,https://kaggle.com/msmelguizo,expert,Fastai Language Model only COVID-19 papers,2,2,Wed Mar 25 2020 19:55:09 GMT-0400 (Eastern Daylight Time),5d ago,[],Python,0,https://kaggle.com/msmelguizo/fastai-language-model-only-covid-19-papers
0,https://kaggle.com/koneill1994,novice,cord19 data exploration,0,0,Wed Mar 25 2020 17:10:26 GMT-0400 (Eastern Daylight Time),5d ago,[],Python,0,https://kaggle.com/koneill1994/cord19-data-exploration
0,https://kaggle.com/bono1020,novice,Novel Corona Virus,0,0,Wed Mar 25 2020 17:09:21 GMT-0400 (Eastern Daylight Time),5d ago,[],Python,0,https://kaggle.com/bono1020/novel-corona-virus
0,https://kaggle.com/mahtabkamali,novice,Extractive summary,0,0,Wed Mar 25 2020 13:36:46 GMT-0400 (Eastern Daylight Time),5d ago,[],Python,0,https://kaggle.com/mahtabkamali/extractive-summary
0,https://kaggle.com/kdu4108,novice,EDA + Preprocessing/Cleaning CORD-19 metadata,0,1,Wed Mar 25 2020 11:52:06 GMT-0400 (Eastern Daylight Time),5d ago,"['beginner', 'eda', 'data cleaning', 'preprocessing', 'starter code']",Python,0,https://kaggle.com/kdu4108/eda-preprocessing-cleaning-cord-19-metadata
0,https://kaggle.com/mnaylor5,novice,Export Cleaned Dataset,0,1,Wed Mar 25 2020 11:46:42 GMT-0400 (Eastern Daylight Time),5d ago,[],Python,0,https://kaggle.com/mnaylor5/export-cleaned-dataset
0,https://kaggle.com/aadharsh0428,novice,CORD19-EDA extended to all available datasets,2,1,Wed Mar 25 2020 10:31:37 GMT-0400 (Eastern Daylight Time),5d ago,[],Python,0,https://kaggle.com/aadharsh0428/cord19-eda-extended-to-all-available-datasets
0,https://kaggle.com/mathijs02,novice,Recommend a paper by using word embeddings,2,0,Thu Mar 26 2020 06:44:30 GMT-0400 (Eastern Daylight Time),5d ago,"['nlp', 'clustering', 'recommender systems', 'covid19']",Python,0,https://kaggle.com/mathijs02/recommend-a-paper-by-using-word-embeddings
0,https://kaggle.com/ekaterinamihaylova,novice,COVID-19 Incubation period,0,0,Wed Mar 25 2020 07:03:08 GMT-0400 (Eastern Daylight Time),6d ago,[],Python,0,https://kaggle.com/ekaterinamihaylova/covid-19-incubation-period
0,https://kaggle.com/acmiyaguchi,novice,Citation Analysis - Environmental Factors,24,1,Wed Mar 25 2020 20:57:13 GMT-0400 (Eastern Daylight Time),5d ago,[],Python,1,https://kaggle.com/acmiyaguchi/citation-analysis-environmental-factors
0,https://kaggle.com/kiyoshin,contributor,COVID-19-Visualization by co-occurrence network.,3,0,Tue Mar 24 2020 21:36:48 GMT-0400 (Eastern Daylight Time),6d ago,[],Python,0,https://kaggle.com/kiyoshin/covid-19-visualization-by-co-occurrence-network
0,https://kaggle.com/menglu,novice,draft,11,1,Tue Mar 24 2020 21:24:24 GMT-0400 (Eastern Daylight Time),6d ago,[],Python,0,https://kaggle.com/menglu/draft
0,https://kaggle.com/nanar69m,contributor,"Preprocessing NER, SRL, BERT",1,0,Tue Mar 24 2020 18:55:23 GMT-0400 (Eastern Daylight Time),6d ago,[],Python,0,https://kaggle.com/nanar69m/preprocessing-ner-srl-bert
0,https://kaggle.com/chahinezounoughi,novice,COVID-19 (Task 09),0,1,Tue Mar 24 2020 16:15:27 GMT-0400 (Eastern Daylight Time),6d ago,[],Python,0,https://kaggle.com/chahinezounoughi/covid-19-task-09
0,https://kaggle.com/chahinezounoughi,novice,COVID-19 (Task 08),0,1,Tue Mar 24 2020 15:18:26 GMT-0400 (Eastern Daylight Time),6d ago,[],Python,0,https://kaggle.com/chahinezounoughi/covid-19-task-08
0,https://kaggle.com/chahinezounoughi,novice,COVID-19 (Task 07),0,1,Tue Mar 24 2020 14:37:58 GMT-0400 (Eastern Daylight Time),6d ago,[],Python,0,https://kaggle.com/chahinezounoughi/covid-19-task-07
0,https://kaggle.com/chahinezounoughi,novice,COVID-19 (Task 04),0,1,Tue Mar 24 2020 13:35:25 GMT-0400 (Eastern Daylight Time),6d ago,[],Python,0,https://kaggle.com/chahinezounoughi/covid-19-task-04
0,https://kaggle.com/chahinezounoughi,novice,COVID-19 (Task 03),0,1,Tue Mar 24 2020 13:23:20 GMT-0400 (Eastern Daylight Time),6d ago,[],Python,0,https://kaggle.com/chahinezounoughi/covid-19-task-03
0,https://kaggle.com/wasb143,novice,nCOVID-19 Therapeutics,0,0,Tue Mar 24 2020 13:23:46 GMT-0400 (Eastern Daylight Time),6d ago,[],Python,0,https://kaggle.com/wasb143/ncovid-19-therapeutics
0,https://kaggle.com/bhagirathl,novice,COVID19-Alpha to Omega,0,0,Tue Mar 24 2020 11:55:41 GMT-0400 (Eastern Daylight Time),6d ago,[],Python,0,https://kaggle.com/bhagirathl/covid19-alpha-to-omega
0,https://kaggle.com/revs96,contributor,revs1_covid19_notebook,0,0,Tue Mar 24 2020 08:36:37 GMT-0400 (Eastern Daylight Time),6d ago,[],Python,0,https://kaggle.com/revs96/revs1-covid19-notebook
0,https://kaggle.com/diyoyo,novice,First Exploration of the Weather articles,0,0,Wed Mar 25 2020 11:13:54 GMT-0400 (Eastern Daylight Time),5d ago,[],Python,1,https://kaggle.com/diyoyo/first-exploration-of-the-weather-articles
0,https://kaggle.com/thiagodma,novice,Simple Search by Keywords Using TF-IDF,0,0,Mon Mar 23 2020 23:30:19 GMT-0400 (Eastern Daylight Time),7d ago,[],Python,0,https://kaggle.com/thiagodma/simple-search-by-keywords-using-tf-idf
0,https://kaggle.com/ducale,novice,Covid-19 research,0,0,Mon Mar 23 2020 20:39:40 GMT-0400 (Eastern Daylight Time),7d ago,[],Python,0,https://kaggle.com/ducale/covid-19-research
0,https://kaggle.com/mtmeanmachine,novice,COV Literature Word Cloud,1,0,Mon Mar 23 2020 19:37:35 GMT-0400 (Eastern Daylight Time),7d ago,[],Python,0,https://kaggle.com/mtmeanmachine/cov-literature-word-cloud
0,https://kaggle.com/mnaylor5,novice,develop-lsi-search,0,0,Mon Mar 23 2020 17:31:12 GMT-0400 (Eastern Daylight Time),7d ago,[],Python,0,https://kaggle.com/mnaylor5/develop-lsi-search
0,https://kaggle.com/nahdazeez,novice,Generating Topics using LDA,1,1,Mon Mar 23 2020 15:51:13 GMT-0400 (Eastern Daylight Time),7d ago,[],Python,0,https://kaggle.com/nahdazeez/generating-topics-using-lda
0,https://kaggle.com/nanar69m,contributor,Predict NER and SRL on abstracts,1,0,Mon Mar 23 2020 14:13:04 GMT-0400 (Eastern Daylight Time),7d ago,[],Python,0,https://kaggle.com/nanar69m/predict-ner-and-srl-on-abstracts
0,https://kaggle.com/rcd1693,novice,CORD-19 Solution,0,0,Mon Mar 23 2020 09:52:38 GMT-0400 (Eastern Daylight Time),7d ago,[],Python,0,https://kaggle.com/rcd1693/cord-19-solution
0,https://kaggle.com/allen1985,novice,COVID-EDA,0,0,Mon Mar 23 2020 03:21:18 GMT-0400 (Eastern Daylight Time),8d ago,[],R,0,https://kaggle.com/allen1985/covid-eda
0,https://kaggle.com/lalitapatel,novice,Papers on Medical Care,0,1,Sun Mar 22 2020 19:23:25 GMT-0400 (Eastern Daylight Time),8d ago,[],Python,0,https://kaggle.com/lalitapatel/papers-on-medical-care
0,https://kaggle.com/lalitapatel,novice,Papers on Information Sharing and Collaboration,0,1,Sun Mar 22 2020 18:53:43 GMT-0400 (Eastern Daylight Time),8d ago,[],Python,0,https://kaggle.com/lalitapatel/papers-on-information-sharing-and-collaboration
0,https://kaggle.com/lalitapatel,novice,Papers on Ethical and Social Considerations,0,1,Sun Mar 22 2020 18:46:36 GMT-0400 (Eastern Daylight Time),8d ago,[],Python,1,https://kaggle.com/lalitapatel/papers-on-ethical-and-social-considerations
0,https://kaggle.com/zjwa127,novice,Covid-19 @Zhijie,1,0,Sun Mar 22 2020 18:15:20 GMT-0400 (Eastern Daylight Time),8d ago,[],Python,0,https://kaggle.com/zjwa127/covid-19-zhijie
0,https://kaggle.com/lalitapatel,novice,Papers on vaccines and therapeutics,0,1,Sun Mar 22 2020 16:27:55 GMT-0400 (Eastern Daylight Time),8d ago,[],Python,0,https://kaggle.com/lalitapatel/papers-on-vaccines-and-therapeutics
0,https://kaggle.com/ashimak01,novice,Get_file_details,0,0,Sun Mar 22 2020 10:34:09 GMT-0400 (Eastern Daylight Time),8d ago,[],Python,0,https://kaggle.com/ashimak01/get-file-details
0,https://kaggle.com/deepshekhar,contributor,CORD-19 EDA on Literature(Kaggle's Dataset) ,1,0,Sun Mar 22 2020 10:25:19 GMT-0400 (Eastern Daylight Time),8d ago,[],Python,0,https://kaggle.com/deepshekhar/cord-19-eda-on-literature-kaggle-s-dataset
0,https://kaggle.com/zhcf1ess,novice,Covid-19 Paper Analysis Part I,4,0,Sun Mar 22 2020 10:07:41 GMT-0400 (Eastern Daylight Time),8d ago,[],Python,0,https://kaggle.com/zhcf1ess/covid-19-paper-analysis-part-i
0,https://kaggle.com/ajayago,novice,CORD-19 Clustering documents using Abstract ,1,1,Sun Mar 22 2020 09:34:26 GMT-0400 (Eastern Daylight Time),8d ago,[],Python,0,https://kaggle.com/ajayago/cord-19-clustering-documents-using-abstract
0,https://kaggle.com/anandsrinivasan,contributor,COVID - Task 1 - Analysis - Submission,0,0,Sat Mar 21 2020 23:31:34 GMT-0400 (Eastern Daylight Time),9d ago,[],Python,0,https://kaggle.com/anandsrinivasan/covid-task-1-analysis-submission
0,https://kaggle.com/alexmulo,contributor,Transmission Filtering v1,0,0,Sat Mar 21 2020 17:10:16 GMT-0400 (Eastern Daylight Time),9d ago,[],Python,0,https://kaggle.com/alexmulo/transmission-filtering-v1
0,https://kaggle.com/pgromano,novice,EDA: Cleaning the CORD-19 Dataset,1,1,Sat Mar 21 2020 08:19:57 GMT-0400 (Eastern Daylight Time),9d ago,[],Python,0,https://kaggle.com/pgromano/eda-cleaning-the-cord-19-dataset
0,https://kaggle.com/siddheshkadam,novice,Covid19,13,0,Sat Mar 21 2020 06:02:57 GMT-0400 (Eastern Daylight Time),10d ago,[],Python,0,https://kaggle.com/siddheshkadam/covid19
0,https://kaggle.com/ramprakasism,contributor,covid-19-analysis,0,0,Sat Mar 21 2020 00:52:42 GMT-0400 (Eastern Daylight Time),10d ago,[],Python,0,https://kaggle.com/ramprakasism/covid-19-analysis
0,https://kaggle.com/enygmasciences,novice,Kaggle COVID Roppsters,0,0,Fri Mar 20 2020 19:26:05 GMT-0400 (Eastern Daylight Time),10d ago,[],Python,0,https://kaggle.com/enygmasciences/kaggle-covid-roppsters
0,https://kaggle.com/aadityaura,novice,Question Generation + tune bert + telegrambot,0,0,Sat Mar 21 2020 03:19:20 GMT-0400 (Eastern Daylight Time),10d ago,[],Python,0,https://kaggle.com/aadityaura/question-generation-tune-bert-telegrambot
0,https://kaggle.com/gabrielmv,contributor,Análise Exploratória - Coronavirus,6,0,Fri Mar 20 2020 11:47:44 GMT-0400 (Eastern Daylight Time),10d ago,[],Python,0,https://kaggle.com/gabrielmv/an-lise-explorat-ria-coronavirus
0,https://kaggle.com/unzule,novice,Cord-19ResearchC-Analysis,0,0,Fri Mar 20 2020 11:41:39 GMT-0400 (Eastern Daylight Time),10d ago,[],Python,0,https://kaggle.com/unzule/cord-19researchc-analysis
0,https://kaggle.com/cotega,novice,Semantic Search of Covid Content,0,0,Fri Mar 20 2020 11:08:02 GMT-0400 (Eastern Daylight Time),10d ago,[],Python,0,https://kaggle.com/cotega/semantic-search-of-covid-content
0,https://kaggle.com/himanshisingh,novice, Top 10 antiretroviral C19,1,0,Fri Mar 20 2020 09:08:31 GMT-0400 (Eastern Daylight Time),10d ago,[],Python,0,https://kaggle.com/himanshisingh/top-10-antiretroviral-c19
0,https://kaggle.com/hiagoaraujo,novice,Leitura de dados e clustering -medxiv,18,1,Fri Mar 20 2020 05:57:55 GMT-0400 (Eastern Daylight Time),11d ago,[],R,0,https://kaggle.com/hiagoaraujo/leitura-de-dados-e-clustering-medxiv
0,https://kaggle.com/koalabearski,contributor,Could citations be used to link papers?,0,0,Thu Mar 19 2020 23:00:59 GMT-0400 (Eastern Daylight Time),11d ago,[],R,0,https://kaggle.com/koalabearski/could-citations-be-used-to-link-papers
0,https://kaggle.com/harshilkothari,novice,COVID-19 Data Visualisation,0,0,Thu Mar 19 2020 22:36:57 GMT-0400 (Eastern Daylight Time),11d ago,[],Python,0,https://kaggle.com/harshilkothari/covid-19-data-visualisation
0,https://kaggle.com/mturk24,novice,Text Mining COVID-19 Risk Factors,1,0,Mon Mar 30 2020 17:54:04 GMT-0400 (Eastern Daylight Time),1h ago,[],Python,0,https://kaggle.com/mturk24/text-mining-covid-19-risk-factors
0,https://kaggle.com/sumirp,novice,CORD-19-Topic Modelling,0,0,Thu Mar 19 2020 14:53:41 GMT-0400 (Eastern Daylight Time),11d ago,[],Python,0,https://kaggle.com/sumirp/cord-19-topic-modelling
0,https://kaggle.com/morrisb,expert,03 Create A Collaboration Network Of Scientists,0,0,Thu Mar 19 2020 11:48:02 GMT-0400 (Eastern Daylight Time),11d ago,[],Python,0,https://kaggle.com/morrisb/03-create-a-collaboration-network-of-scientists
0,https://kaggle.com/pathtoai,novice,CORONA Data Analysis,0,0,Thu Mar 19 2020 08:35:33 GMT-0400 (Eastern Daylight Time),11d ago,[],Python,0,https://kaggle.com/pathtoai/corona-data-analysis
0,https://kaggle.com/billyzhaoyh,novice,Initial start,0,0,Thu Mar 19 2020 06:36:43 GMT-0400 (Eastern Daylight Time),12d ago,[],Python,0,https://kaggle.com/billyzhaoyh/initial-start
0,https://kaggle.com/brarajit18,contributor,Critical Epidemic Term Visualization w/ WordCloud,2,1,Thu Mar 19 2020 13:26:08 GMT-0400 (Eastern Daylight Time),11d ago,[],Python,0,https://kaggle.com/brarajit18/critical-epidemic-term-visualization-w-wordcloud
0,https://kaggle.com/amogh05,contributor,CORD-19 EDA + Question & Topic Modeling,6,0,Tue Mar 17 2020 06:22:14 GMT-0400 (Eastern Daylight Time),14d ago,[],Python,0,https://kaggle.com/amogh05/cord-19-eda-question-topic-modeling
0,https://kaggle.com/something4kag,expert,To Put a LAMP on COVID-19,0,0,Mon Mar 30 2020 01:52:26 GMT-0400 (Eastern Daylight Time),17h ago,[],Python,0,https://kaggle.com/something4kag/to-put-a-lamp-on-covid-19
0,https://kaggle.com/something4kag,expert,COVID-19 Ibuprofen Liver ,0,0,Mon Mar 30 2020 05:46:54 GMT-0400 (Eastern Daylight Time),13h ago,[],Python,0,https://kaggle.com/something4kag/covid-19-ibuprofen-liver
0,https://kaggle.com/something4kag,expert,COVID-19 Zoonosis Spillover,0,0,Sun Mar 29 2020 23:48:50 GMT-0400 (Eastern Daylight Time),19h ago,[],Python,0,https://kaggle.com/something4kag/covid-19-zoonosis-spillover
0,https://kaggle.com/keshavdudhe,novice,kernel68a4af7533,5,0,Mon Mar 30 2020 16:10:29 GMT-0400 (Eastern Daylight Time),3h ago,[],Python,0,https://kaggle.com/keshavdudhe/kernel68a4af7533
0,https://kaggle.com/ravijoe,expert,Temperature Effects and Findings,2,0,Sun Mar 29 2020 07:33:53 GMT-0400 (Eastern Daylight Time),1d ago,[],Python,0,https://kaggle.com/ravijoe/temperature-effects-and-findings
1,https://kaggle.com/csierraf,novice,A few peek ,0,0,Sat Mar 28 2020 12:22:42 GMT-0400 (Eastern Daylight Time),2d ago,[],R,2,https://kaggle.com/csierraf/a-few-peek
2,https://kaggle.com/mmerino,novice,COVID19Frame,0,0,Wed Mar 18 2020 18:04:43 GMT-0400 (Eastern Daylight Time),12d ago,[],R,2,https://kaggle.com/mmerino/covid19frame
1,https://kaggle.com/philipalexanderlees,novice,kernela990a37deb,0,0,Sat Mar 28 2020 00:02:17 GMT-0400 (Eastern Daylight Time),3d ago,[],Python,0,https://kaggle.com/philipalexanderlees/kernela990a37deb
1,https://kaggle.com/furqanrustam118,novice,Topic Modeling with LDA and NMF,0,0,Mon Mar 23 2020 19:22:23 GMT-0400 (Eastern Daylight Time),7d ago,"['data cleaning', 'preprocessing', 'clustering']",Python,0,https://kaggle.com/furqanrustam118/topic-modeling-with-lda-and-nmf
1,https://kaggle.com/lalitapatel,novice,Papers on Non-pharmaceutical Interventions,0,1,Sun Mar 22 2020 19:59:27 GMT-0400 (Eastern Daylight Time),8d ago,[],Python,0,https://kaggle.com/lalitapatel/papers-on-non-pharmaceutical-interventions
1,https://kaggle.com/lalitapatel,novice,Papers on Diagnostics and Surveillance,0,1,Sun Mar 22 2020 17:36:32 GMT-0400 (Eastern Daylight Time),8d ago,[],Python,0,https://kaggle.com/lalitapatel/papers-on-diagnostics-and-surveillance
1,https://kaggle.com/teju4405,novice,kernel154a79be15,5,0,Fri Mar 20 2020 04:45:20 GMT-0400 (Eastern Daylight Time),11d ago,[],Python,0,https://kaggle.com/teju4405/kernel154a79be15
1,https://kaggle.com/yazeenyuvvh,novice,Corona_19_Clustering_and_TopicWise_Search,2,0,Thu Mar 19 2020 05:47:11 GMT-0400 (Eastern Daylight Time),12d ago,[],Python,1,https://kaggle.com/yazeenyuvvh/corona-19-clustering-and-topicwise-search
1,https://kaggle.com/tfolkman,contributor,Abstract Similarity for COVID-19,0,0,Wed Mar 18 2020 10:46:42 GMT-0400 (Eastern Daylight Time),12d ago,[],Python,2,https://kaggle.com/tfolkman/abstract-similarity-for-covid-19
1,https://kaggle.com/rahulsarkar906,novice,kernel2400a64d5a,0,1,Tue Mar 17 2020 12:06:20 GMT-0400 (Eastern Daylight Time),13d ago,[],Python,0,https://kaggle.com/rahulsarkar906/kernel2400a64d5a
0,https://kaggle.com/psrajput,contributor,CORD19 - Input Data Exploration,0,0,Mon Mar 30 2020 07:15:16 GMT-0400 (Eastern Daylight Time),12h ago,"['health', 'beginner', 'eda', 'starter code', 'covid19']",Python,0,https://kaggle.com/psrajput/cord19-input-data-exploration
0,https://kaggle.com/acmiyaguchi,novice,Citation embeddings with visualization,2,0,Sat Mar 28 2020 01:43:00 GMT-0400 (Eastern Daylight Time),3d ago,[],Python,0,https://kaggle.com/acmiyaguchi/citation-embeddings-with-visualization
0,https://kaggle.com/rashaddism,contributor,Outbreak Data Analysis,3,0,Fri Mar 27 2020 10:57:29 GMT-0400 (Eastern Daylight Time),3d ago,[],Python,0,https://kaggle.com/rashaddism/outbreak-data-analysis
