name,views,char_length,packages
Covid-19 NLP word-network and page-ranking,119,1666,[]
COVID-19 (Task 01),101,2362,"['pandas', 'glob', 'ast', 'nltk.stem.WordNetLemmatizer', 'nltk.corpus.wordnet', 'dateutil.parser']"
COVID-19 (Task 06),40,2141,"['pandas', 'glob', 'ast', 'nltk.stem.WordNetLemmatizer', 'nltk.corpus.wordnet', 'dateutil.parser']"
COVID-19 Word Embedding Approach,122,1149,"['json', 'pandas', 'os.listdir', 'os.path.isfile', 'os.path.join', 'tqdm.tqdm', 'nltk', 'nltk.corpus.stopwords', 'nltk.tokenize.word_tokenize', 're', 'gensim']"
[CORD-19] Embeddings 📙 from abstracts with SpaCy ,53,2,"['os', 'spacy', 'spacy.pipeline.merge_entities', 're', 'numpy', 'pandas', 'string', 'unidecode', 'nltk', 'nltk.corpus.wordnet', 'nltk.corpus.stopwords', 'nltk.WordNetLemmatizer', 'nltk.tokenize.word_tokenize', 'gensim.models.Word2Vec', 'tqdm.tqdm', 'pathlib.Path', 'gensim.models.FastText', 'glove.Corpus', 'glove.Glove']"
symptoms word cloud,69,867,"['os', 're', 'json', 'tqdm.tqdm', 'pandas', 'collections.Counter', 'stop_words.get_stop_words', 'wordcloud.WordCloud', 'matplotlib.pyplot']"
Detecting and Visualizing covid-19,114,51,"['pandas', 'seaborn', 'numpy', 'geopandas', 'matplotlib.pyplot', 'shapely.geometry.Point', 'shapely.geometry.Polygon', 'IPython.display.display']"
[CORD-19] Embeddings 📙 from abstracts with SpaCy ,218,2,"['os', 'spacy', 'spacy.pipeline.merge_entities', 're', 'numpy', 'pandas', 'string', 'unidecode', 'nltk', 'nltk.corpus.wordnet', 'nltk.corpus.stopwords', 'nltk.WordNetLemmatizer', 'nltk.tokenize.word_tokenize', 'gensim.models.Word2Vec', 'tqdm.tqdm', 'pathlib.Path']"
NG-EDA-COVID-19-v2,74,2162,"['os', 'json', 're', 'requests', 'warnings', 'math', 'numpy', 'pandas', 'scipy', 'scipy.stats', 'sklearn.metrics', 'sklearn.utils.shuffle', 'gensim.models.Word2Vec', 'sklearn.cluster.KMeans', 'sklearn.decomposition.PCA', 'nltk', 'nltk.corpus.stopwords', 'nltk.WordNetLemmatizer', 'nltk.stem.WordNetLemmatizer', 'nltk.sentiment.vader.SentimentIntensityAnalyzer', 'IPython.display.HTML', 'IPython.core.interactiveshell.InteractiveShell', 'pyspark.sql.SparkSession', 'pyspark.sql.types.*', 'pyspark.sql.functions.*', 'pyspark.sql.functions']"
COVID-19 World Statistics,56,4745,"['pandas', 'numpy', 'matplotlib.pyplot', 'csv', 'os']"
Extract Tika cTAKES Features,84,27,"['tika.parser', 'pandas', 'json', 'tqdm.tqdm_notebookastqdm']"
Covid-19 Analysis,34,50,"['numpy', 'pandas', 'os', 'json', 'tqdm.tqdm', 'wordcloud.WordCloud', 'wordcloud.STOPWORDS', 'matplotlib.pyplot', 'tqdm.tqdm_notebook', 'seaborn', 'en_core_web_sm', 'sklearn.metrics.pairwise.cosine_similarity', 'gensim', 're', 'gensim.utils.simple_preprocess', 'gensim.parsing.preprocessing.STOPWORDS', 'gensim.corpora', 'gensim.models.ldamulticore.LdaMulticore', 'en_core_sci_md', 'spacy', 'spacy.tokenizer.Tokenizer', 'sklearn.neighbors.NearestNeighbors', 'sklearn.feature_extraction.text.TfidfVectorizer', 'sklearn.decomposition.LatentDirichletAllocation', 'pyLDAvis.gensim']"
COVID-19 - Interactive Cluster Graph,91,1636,"['numpy', 'pandas', 'json', 'glob', 'scipy.spatial.distance.cdist', 'time', 'sys', 'tqdm', 're', 'nltk', 'spacy', 'gensim', 'nltk.corpus.stopwords', 'nltk.stem.wordnet.WordNetLemmatizer', 'nltk.stem.PorterStemmer', 'sklearn.feature_extraction.text.HashingVectorizer#Vectorizorforthewordsintheabstract', 'sklearn.feature_extraction.text.TfidfVectorizer#Vectorizorforthetextintheabstract(tf-idf)', 'sklearn.manifold.TSNE', 'sklearn.cluster.MiniBatchKMeans', 'sklearn.cluster.KMeans', 'sklearn.metrics', 'matplotlib.pyplot', 'seaborn', 'bokeh.models.ColumnDataSource', 'bokeh.models.HoverTool', 'bokeh.models.LinearColorMapper', 'bokeh.models.CustomJS', 'bokeh.palettes.Category20', 'bokeh.transform.linear_cmap', 'bokeh.io.output_file', 'bokeh.io.show', 'bokeh.transform.transform', 'bokeh.io.output_notebook', 'bokeh.plotting.figure', 'bokeh.layouts.column', 'bokeh.models.RadioButtonGroup', 'bokeh.models.TextInput', 'bokeh.layouts.gridplot', 'bokeh.models.Div', 'bokeh.models.Paragraph', 'bokeh.layouts.widgetbox']"
Papers on Virus Genetics,167,978,"['os', 'pandas', 'json', 'IPython.core.display.display', 'IPython.core.display.HTML', 'spacy']"
Enigma Covid-19,58,370,"['numpy', 'pandas', 'glob', 'json']"
BM25 Search + Query Similarity Ranking,105,1047,"['numpy', 'pandas', 'pathlib.Path', 'pathlib.PurePath', 'requests', 'requests.exceptions.HTTPError', 'requests.exceptions.ConnectionError', 'ipywidgets.interact', 'ipywidgets', 'rank_bm25.BM25Okapi', 'nltk', 'nltk.corpus.stopwords', 're', 'os', 'json', 'glob', 'sys', 'tqdm.tqdm', 'scispacy', 'spacy', 'en_core_sci_lg', 'scipy.spatial.distance']"
COVID parameter study - India & others,67,4550,"['pandas', 'numpy', 'scipy', 'matplotlib.pyplotasplt', 'seaborn', 'scipy.stats', 'scipy.optimize.minimize', 'scipy.optimize.curve_fit', 'scipy.optimize.differential_evolution', 'warnings', 'IPython.display.Image', 'sklearn.preprocessing.MinMaxScaler', 'sklearn.cluster.DBSCAN', 'operator']"
naive LSTM model test for covid19,187,479,"['pandas', 'matplotlib.pyplot', 'numpy', 'datetime', 'tensorflow', 'math']"
Search functions for cord19-challenge,122,1805,"['json', 'nltk', 'matplotlib.pyplot', 'pandas', 'nltk.corpus.stopwords', 'collections.Counter', 'sklearn.feature_extraction.text.CountVectorizer', 'gensim.models.Word2Vec', 'numpy', 'gensim', 'time', 'gensim.models.doc2vec.Doc2Vec', 'gensim.models.doc2vec.TaggedDocument']"
Browsing research papers with a BM25 search engine,34,3782,"['IPython.display.Image', 'numpy', 'pandas', 'pathlib.Path', 'pathlib.PurePath', 'requests', 'requests.exceptions.HTTPError', 'requests.exceptions.ConnectionError', 'ipywidgets.interact', 'ipywidgets', 'rank_bm25.BM25Okapi', 'nltk', 'nltk.corpus.stopwords', 're', 'IPython.display.display']"
COVID-19 Dataset : Gaining actionable insights 📊,55,9279,"['os', 'gc', 're', 'folium', 'scipy.stats', 'warnings', 'math', 'numpy', 'scipy', 'pandas', 'pycountry', 'sklearn.metrics', 'sklearn.utils.shuffle', 'gensim.models.Word2Vec', 'sklearn.cluster.KMeans', 'sklearn.decomposition.PCA', 'nltk', 'textblob.TextBlob', 'wordcloud.WordCloud', 'nltk.corpus.wordnet', 'nltk.corpus.stopwords', 'nltk.WordNetLemmatizer', 'nltk.stem.WordNetLemmatizer', 'nltk.sentiment.vader.SentimentIntensityAnalyzer', 'random', 'networkx', 'pandas.Timestamp', 'requests', 'IPython.display.HTML', 'seaborn', 'tqdm.tqdm', 'matplotlib.cm', 'matplotlib.pyplot', 'plotly.express', 'plotly.graph_objects', 'plotly.figure_factory', 'plotly.subplots.make_subplots']"
What Are The Treatments?,93,1367,"['functools.reduce', 'pandas', 'numpy', 're', 'matplotlib.pyplot', 'sklearn.feature_extraction.text.TfidfVectorizer', 'sklearn.metrics.recall_score', 'sklearn.metrics.precision_score', 'sklearn.metrics.f1_score', 'sklearn.metrics.confusion_matrix', 'sklearn.ensemble.RandomForestClassifier', 'sklearn.model_selection.train_test_split', 'IPython.core.display.display', 'IPython.core.display.HTML']"
Tracking the spread of the Coronavirus ,169,58,"['numpy', 'pandas', 'jinja2.Template', 'IPython.display.HTML', 'getpass']"
Clustering Papers using K-Means and t-SNE,138,2338,"['numpy', 'pandas', 'os', 're', 'gensim', 'spacy', 'string', 'nltk.tokenize.word_tokenize', 'nltk.corpus.stopwords', 'nltk.stem.snowball.SnowballStemmer', 'en_core_web_sm', 'sklearn.decomposition.PCA', 'sklearn.manifold.TSNE', 'sklearn.cluster.KMeans', 'matplotlib.pyplot', 'mpl_toolkits.mplot3d.Axes3D', 'seaborn', 'bokeh.models.ColumnDataSource', 'bokeh.models.HoverTool', 'bokeh.models.LinearColorMapper', 'bokeh.palettes.Category20', 'bokeh.transform.linear_cmap', 'bokeh.io.output_file', 'bokeh.io.show', 'bokeh.transform.transform', 'bokeh.io.output_notebook', 'bokeh.plotting.figure']"
Find similar COVID-19 Research Articles,42,532,"['numpy', 'pandas', 'os', 'matplotlib.pyplot', 'glob', 'json', 're', 'spacy', 'spacy.lang.en.English', 'nltk', 'nltk.corpus.wordnetaswn', 'nltk.stem.wordnet.WordNetLemmatizer', 'random', 'random.randint', 'gensim.corpora', 'pickle', 'gensim', 'pyLDAvis.gensim']"
COVID-19 Classify articles-Doc2vec PCA,74,421,"['numpy', 'pandas', 'tqdm.notebook.tqdm', 'os', 'json', 'pprint.pprint', 'copy.deepcopy', 're', 'nltk', 'nltk.corpus.stopwords', 'nltk.stem.porter.PorterStemmer', 'gensim', 'gensim.models.Doc2Vec', 'sklearn.decomposition.PCA', 'matplotlib.pyplot']"
Build CSV of Body Text,64,282,"['pandas', 'os', 'json']"
betweenness_centrality_of_the_bibliography,84,1064,"['json', 'igraph.*', 'os.walk', 'pandas', 'itertools', 'plotly.express']"
COVID-19-Word2Vec,149,91,"['numpy', 'pandas', 'os', 'json', 'glob', 'sys', 'spacy', 'gensim', 'matplotlib.pyplot', 'matplotlib.cm', ""nltk;nltk.download('stopwords')"", 'seaborn', 'operator', 'pickle', 'nltk.corpus.stopwords', 'sklearn.manifold.TSNE']"
Laura Edell Walk Through of COVID19,42,1394,"['numpy', 'pandas', 'os', 'seaborn', 'IPython.display.IFrame', 'IPython.display.YouTubeVideo', 'json', 'glob', 'sys']"
Protein Sequence Analysis with ProtLearn,86,1153,"['pandas', 'protlearn', 'matplotlib.pyplot']"
Extract Related Documents using Bert,72,348,"['json', 'os', 'transformers.*', 'torch', 'tqdm.tqdm']"
Metadata_basic_statistics,73,296,"['numpy', 'pandas', 'os', 'collections', 're', 'matplotlib.pyplot', 'seaborn', 'nltk.tokenize.word_tokenize', 'nltk.tokenize.sent_tokenize', 'nltk.corpus.stopwords', 'nltk.stem.LancasterStemmer', 'nltk.stem.PorterStemmer', 'nltk.stem.SnowballStemmer', 'nltk.stem.WordNetLemmatizer', 'time', 'spacy', 'string']"
COVID-19 - Find mentions of mortality rates,86,117,"['numpy', 'pandas', 'json', 'os', 'nltk.tokenize.sent_tokenize']"
Trying to extract table data from the paper,231,212,"['pandas', 'requests', 'PyPDF2', 'tabula', 'camelot']"
clustering abstracts using fasttext,117,935,"['numpy', 'pandas', 're', 'os', 'nltk', 'nltk.tokenize.RegexpTokenizer', 'gensim', 'fasttext', 'fasttext.util', 'keras.preprocessing.text', 'sklearn.model_selection.train_test_split', 'sklearn.cluster.KMeans', 'nltk.cluster.KMeansClusterer', 'sklearn.cluster.DBSCAN', 'seaborn', 'sklearn.manifold.TSNE', 'sklearn.decomposition.PCA', 'sklearn.cluster.OPTICS', 'matplotlib.pyplot', 'sklearn.metrics.silhouette_score']"
Covid-19 1st transmission,158,109,"['numpy', 'pandas', 'os', 'json', 'pathlib.Path', 'spacy', 'scispacy', 'collections.Counter']"
COVID-19 - Find keywords using Word2Vec,117,512,"['numpy', 'pandas', 'json', 'os', 'nltk.tokenize.sent_tokenize', 'gensim.utils.simple_preprocess', 'gensim.sklearn_api.phrases.PhrasesTransformer', 'gensim.models.Word2Vec', 'sklearn.decomposition.TruncatedSVD', 'matplotlib.pyplot', 'seaborn']"
02 Exploring The Article-Metadata-CSV,48,4381,"['numpy', 'pandas', 'plotly.graph_objects']"
CORD-19: Match SJR Rank journals,187,531,"['numpy', 'pandas', 'matplotlib.pyplot']"
Corona(nCOVID-19 ) Detection inspect_nucleus_model,84,23,"['os', 'sys', 'random', 'math', 're', 'time', 'numpy', 'tensorflow', 'matplotlib', 'matplotlib.pyplot', 'matplotlib.patches', 'mrcnn.utils', 'mrcnn.visualize', 'mrcnn.visualize.display_images', 'mrcnn.model', 'mrcnn.model.log', 'nucleus']"
[CORD-19] Cleaning and EDA,44,1068,"['functools', 'glob', 'itertools', 'multiprocessing', 'os', 're', 'typing.List', 'typing.Tuple', 'typing.Pattern', 'numpy', 'pandas', 'plotly.graph_objects', 'sklearn.feature_extraction.text.CountVectorizer', 'sklearn.feature_extraction.text.TfidfTransformer', 'tqdm.notebook.tqdm', 'wordcloud.WordCloud']"
Fixing the metadata,44,14403,"['numpy', 'pandas', 'pathlib.Path', 'requests', 'requests.exceptions.HTTPError', 'requests.exceptions.ConnectionError', 'ipywidgets.interact', 'ipywidgets', 'nltk', 'nltk.corpus.stopwords', 'os', 'sys', 'bs4.BeautifulSoup']"
COVID-19_Genetics_Origin_Evolution,236,396,"['numpy', 'pandas', 'mpl_toolkits.mplot3d.Axes3D', 'sklearn.preprocessing.StandardScaler', 'matplotlib.pyplot', 'os', 'shutil']"
All papers sorted by their citation count,72,2,"['os', 'json']"
COVID-19 paper exploration,154,88,"['pandas', 'nltk', 'nltk.stem.WordNetLemmatizer', 'nltk.tokenize.word_tokenize', 'nltk.corpus.stopwords', 'nltk.probability.FreqDist', 'numpy', 'matplotlib.pyplot', 'seaborn']"
Covid Research,94,120,"['numpy', 'pandas', 'os', 'json', 'dill', 'pathlib.Path', 'pathlib.PurePath']"
Using NLP with answer extraction,82,103,"['numpy', 'pandas', 'os', 'transformers.AutoModelForQuestionAnswering', 'transformers.AutoTokenizer', 'torch']"
ResearchPaperAPI (Data Exploitation API) ,40,2,"['os', 'json', 'pandas.io.json.json_normalize']"
Enigma_Covid19,421,19,[]
coronavirus factors research,53,2,"['numpy', 'pandas', 'os']"
COVID-19: Analysing Research Papers (NLP),234,891,"['numpy', 'pandas', 'tqdm.notebook.tqdm', 'os', 'json', 'pprint.pprint', 'copy.deepcopy', 'gensim.summarization.summarizer.summarize', 'regex', 'nltk.stem.WordNetLemmatizer', 'nltk.stem.LancasterStemmer', 'nltk.stem.SnowballStemmer', 'nltk.stem.RegexpStemmer', 'nltk', 'nltk.sent_tokenize', 'nltk.word_tokenize', 'nltk.corpus.stopwords', 'string', 'spacy', 'spacy.lemmatizer.Lemmatizer', 'spacy.lookups.Lookups', 'textblob.TextBlob', 'collections.Counter', 'wordcloud.WordCloud', 'wordcloud.STOPWORDS', 'matplotlib.pyplot', 'collections', 'nltk.util.ngrams', 'gensim.models.doc2vec.Doc2Vec', 'gensim.models.doc2vec.TaggedDocument', 'nltk.tokenize.word_tokenize', 'sklearn.manifold.TSNE', 'seaborn']"
Covid - Analyzing the Symptoms,119,1946,"['numpy', 'pandas', 'os', 'string', 'wordcloud.WordCloud', 'wordcloud.ImageColorGenerator', 'matplotlib.pyplot', 'mpld3', 'nltk.corpus.stopwords', 'collections.Counter']"
Classification of articles by Matrix Factorization,41,25,"['numpy', 'pandas', 'os', 'glob', 'json', 'sklearn.feature_extraction.text.TfidfVectorizer', 'sklearn.cluster.KMeans', 'sklearn.feature_extraction.text.CountVectorizer', 'sklearn.decomposition.NMF', 'sklearn.decomposition.LatentDirichletAllocation', 'pylab', 'numpy.arange']"
COVID_19_NER extraction ,118,54,"['numpy', 'pandas', 'os', 'json', 'glob', 'spacy', 'spacy.lang.en.stop_words.STOP_WORDS', 'spacy.lang.en.English']"
CORD-19 - Data extraction functions,68,3207,"['numpy', 'pandas', 'matplotlib.pyplot', 'time', 'warnings', 'collections.Counter', 'nltk.corpus.stopwords', 'spacy', 'spacy.lang.en.English', 'os']"
High level articles grouping: Topic Modeling & EDA,266,1770,"['pandas', 'tqdm.tqdm', 'nltk', 'nltk.corpus.stopwords', 'nltk.ngrams', 'numpy', 'sklearn.feature_extraction.text', 'sklearn.feature_extraction.text.CountVectorizer', 'sklearn.feature_extraction.text.TfidfVectorizer', 'sklearn.decomposition.LatentDirichletAllocation', 'scipy.spatial.distance.jensenshannon', 'joblib', 'pyLDAvis', 'pyLDAvis.sklearn']"
CORD-19_research_challenge,47,2,"['pandas', 'json', 're']"
COVID-19 simple spread research,80,352,"['numpy', 'pandas', 'PIL.Image', 'wordcloud.WordCloud', 'wordcloud.STOPWORDS', 'wordcloud.ImageColorGenerator', 'matplotlib.pyplot', 'os', 'json', 'nltk.data', 're', 'collections.*', 'matplotlib.pyplot.figure']"
CoronaVirus EDA,92,58,"['pandas', 'ipywidgets.interact']"
Data manipulation with cotools,39,542,"['cotools', 'cotools.text', 'cotools.texts', 'cotools.abstract', 'cotools.abstracts', 'spacy', 'os', 'sys']"
COVID19_EDA_Study1,41,2,"['numpy', 'pandas', 'os']"
Super hacky regex search engine,51,16666,"['pathlib.Path', 'tqdm.tqdm', 'json', 're', 'collections.namedtuple', 'tqdm.auto.tqdm', 'IPython.display.display', 'IPython.display.Markdown']"
COVID-19 Research-Clustering,19,5569,"['numpy', 'pandas', 'matplotlib.pyplot', 'glob', 'json', 're', 'sklearn.feature_extraction.text.HashingVectorizer', 'sklearn.model_selection.train_test_split', 'sklearn.manifold.TSNE', 'matplotlib.pyplotasplt', 'seaborn', 'sklearn.cluster.KMeans', 'sklearn.model_selection.cross_val_score', 'sklearn.ensemble.RandomForestClassifier', 'sklearn.model_selection.cross_val_predict', 'sklearn.metrics.precision_score', 'sklearn.metrics.recall_score', 'sklearn.feature_extraction.text.TfidfVectorizer', 'sklearn.decomposition.PCA']"
Word-embedding,101,34,"['numpy', 'pandas', 'os', 'json', 're', 'string', 'gensim', 'datetime', 'collections.Counter', 'sklearn.feature_extraction.text.TfidfVectorizer', 'nltk', 'nltk.stem.PorterStemmer', 'nltk.corpus.stopwords', 'nltk.tokenize.word_tokenize', 'nltk.stem.WordNetLemmatizer']"
Screening for most relevant articles,398,689,"['numpy', 'pandas', 'os', 'collections.Counter', 'matplotlib.pyplot']"
01_data_explore_get_abstracts,121,295,"['pathlib.Path', 'dataclasses.dataclass', 'json', 'pandas', 'numpy', 'matplotlib.pyplot', 'seaborn']"
covid-19 research paper language model,80,4536,"['fastai.text.*', 'numpy', 'json']"
COVID19_Italy_PatientZeros,31,141,"['matplotlib.pyplot', 'pandas', 'io', 'requests', 'numpy']"
Covid-Task-1,32,85,"['IPython.core.display.display', 'IPython.core.display.HTML', 'json', 'os']"
incubation_pediatric,20,2750,"['numpy', 'pandas', 'os', 're', 'seaborn', 'datetime.datetimeasdt', 'support_funs_incubation.stopifnot', 'support_funs_incubation.uwords', 'support_funs_incubation.idx_find', 'support_funs_incubation.find_beside', 'support_funs_incubation.ljoin', 'support_funs_incubation.sentence_find', 'support_funs_incubation.record_vals', 'colors.red', 'colors.black', 'colors.white#ansicolors', 'PIL.Image', 'matplotlib.pyplotasplt']"
Clean Metadata file,60,2,"['numpy', 'pandas', 'os']"
COVID-2019-ID,67,3079,"['numpy', 'pandas', 'os', 'sys', 'matplotlib.pyplot', 'glob', 'json', 're', 'matplotlib.cm', 'sklearn.cluster.MiniBatchKMeans', 'sklearn.feature_extraction.text.TfidfVectorizer', 'sklearn.decomposition.PCA', 'sklearn.manifold.TSNE', 'nltk.stem.porter.PorterStemmer', 'nltk', 'nltk.stem.snowball.SnowballStemmer']"
incubation_times_mean,18,2,"['re', 'os', 'json', 'matplotlib.pyplot', 'numpy', 'pandas', 'tqdm.tqdm']"
fatality and cure rate,123,959,"['numpy', 'pandas', 'search_func_py.*']"
Combine_Final_Graph,25,53,"['numpy', 'pandas', 'os', 'collections.Counter']"
CORD-19: Abstract and Conclusion Word Embedding,120,1594,"['sys', 'os', 'time', 'math', 'random', 'pathlib.Path', 'abc.ABC', 'abc.abstractmethod', 'typing.List', 'typing.Dict', 'collections.Counter', 'json', 'pprint.pprint#fordebugging', 'numpy', 'tensorflow', 'tensorflow.keras.preprocessing.text.text_to_word_sequence', 'tensorflow.keras', 'tensorflow.keras.layers', 'matplotlib', 'matplotlib.pyplot', 'spacy', 'en_core_sci_md']"
CORD 19 What has been published about Medical Care,24,447,"['numpy', 'pandas', 'os', 'gensim', 'pickle', 'nltk', 're', 'json', 'math', 'spacy', 'spacy.matcher.Matcher', 'matplotlib.pyplot', 'matplotlib.pyplot.figure', 'tqdm.tqdm', 'spacy.tokenizer.Tokenizer', 'sklearn.feature_extraction.text.TfidfVectorizer', 'sklearn.preprocessing.StandardScaler', 'collections.Counter', 'string', 'sklearn.feature_extraction.text.CountVectorizer', 'sklearn.feature_extraction.text']"
Covid19 Ascending Phase Growth Model,41,5383,"['__future__.print_function', 'ipywidgets.interact', 'ipywidgets.interactive', 'ipywidgets.fixed', 'ipywidgets.interact_manual', 'ipywidgets', 'numpy', 'pandas', 'datetime', 'datetime.date', 'matplotlib.pyplot', 'seaborn', 'plotly.express', 'plotly.graph_objects', 'plotly.subplots.make_subplots', 'folium#tocreatemaps', 'sklearn.linear_model.LinearRegression', 'sklearn.metrics', 'scipy.optimize.curve_fit']"
COVID-19 Retrieval via Sentence Similarity,21,1525,"['os', 're', 'time', 'pandas', 'numpy', 'gensim', 'gensim.summarization.summarizer.summarize', 'gensim.utils.simple_preprocess', 'gensim.models.doc2vec.Doc2Vec', 'gensim.models.doc2vec.TaggedDocument', 'collections.Counter', 'sklearn.metrics.pairwise.cosine_similarity', 'scipy.spatial.distance.cosine', 'sklearn.feature_extraction.text.TfidfVectorizer', 'spacy.displacy', 'ipywidgets', 'ipywidgets.Layout', 'IPython.display.display', 'IPython.display.clear_output', 'IPython.core.display.display', 'IPython.core.display.HTML', 'IPython.core.display.Image', 'rank_bm25.BM25Okapi', 'rank_bm25.BM25L', 'nltk', 'nltk.corpus.stopwords', 'nltk.stem.WordNetLemmatizer', 'nltk.corpus.wordnet', 'nltk.util.ngrams', 'nltk.tokenize.word_tokenize', 'nltk.tokenize.sent_tokenize', 'nltk.stem.porter.PorterStemmer', 'sklearn.manifold.TSNE', 'range_key_dict.RangeKeyDict', 'ast', 'warnings', 'matplotlib.pyplot', 'seaborn']"
CORD-19 Named Entities - Searching Vaccines,46,2,"['numpy', 'pandas', 'collections.Counter', 'rank_bm25.BM25Okapi']"
Covid-19 - MetaData Overview,67,968,"['numpy', 'pandas', 'os', 'glob', 'seaborn', 'sys', 'json', 'requests']"
CORD-19: interactive word2vec paragraph search ,66,58251,"['numpy', 'pandas', 'os', 'glob.glob', 'tqdm.auto.tqdm', 'json', 're', 'unidecode.unidecode', 'collections.Counter', 'pickle', 'gensim', 'logging', 'sys', 'ipywidgets.widgets', 'ipywidgets.interact', 'ipywidgets.Layout', 'faiss', 'IPython.display.display', 'IPython.display.HTML', 'faiss.write_index']"
"😷 COVID-19 Social Sciences, Vaccines, and Origins",24,919,"['warnings', 'matplotlib.pyplot', 'pandas', 'numpy', 'json', 'os', 'glob', 'pprint.pprint', 'copy.deepcopy', 'tqdm.notebook.tqdm', 'gc', 'wordcloud.WordCloud', 'sacremoses.MosesDetokenizer', 'nltk.corpus.stopwords', 'nltk', 'nltk.tokenize.word_tokenize']"
Covid-19 EDA in detail,39,2,"['pandas', 'numpy', 'matplotlib.pyplot', 'plotly.offline.init_notebook_mode', 'datetime.datetime', 'datetime.timedelta', 'fbprophet.Prophet', 'sklearn.metrics', 'os', 'lightgbm', 'seaborn', 'plotly.express', 'plotly.offline', 'sklearn.preprocessing.LabelEncoder', 'plotly.subplots.make_subplots', 'plotly.graph_objects']"
COVID-19 Cases Acceleration by Country,161,569,"['pandas', 'plotly.express', 'plotly.graph_objects', 'pycountry']"
COVID-19 research NPI,145,7099,"['collections.Counter', 'numpy', 'pandas', 'matplotlib.pyplot', 'math', 'os', 'json', 're', 'gc', 'spacy', 'pytextrank', 'math.sqrt', 'operator.itemgetter', 'sklearn.preprocessing.MultiLabelBinarizer', 'sklearn.model_selection.train_test_split', 'tensorflow.compat.v1']"
QualityOfCovidData,17,1596,"['numpy', 'pandas', 'glob', 'json']"
Fastai Language Model only COVID-19 papers,145,1277,"['numpy', 'pandas', 'os', 'fastai.text.*', 'sklearn.model_selection.train_test_split', 'langdetect.detect', 'googletrans.Translator']"
cord19 data exploration,77,2,"['numpy', 'pandas', 'plotly.express', 'matplotlib.pyplot', 'datetime.date', 'crossref.restful.Works', 'json', 'time', 'os']"
Novel Corona Virus,31,304,"['numpy', 'pandas', 'tensorflow', 'sklearn.decomposition.PCA', 'sklearn.preprocessing.StandardScaler', 'os', 'json', 'glob', 'gensim.models.Word2Vec', 'nltk.tokenize.word_tokenize', 'nltk.tokenize.sent_tokenize', 'sklearn.feature_extraction.text.TfidfTransformer', 'sklearn.feature_extraction.text.CountVectorizer', 'sklearn.pipeline.Pipeline', 'sklearn.cluster.KMeans', 'matplotlib.pyplot', 'mpl_toolkits.mplot3d.Axes3D', 'plotly.express']"
Extractive summary,85,901,"['numpy', 'pandas', 'os', 'json', 'pprint.pprint', 'copy.deepcopy', 'glob', 'sys', 'summarizer.Summarizer']"
EDA + Preprocessing/Cleaning CORD-19 metadata,23,3985,"['numpy', 'pandas', 'collections.Counter', 'os']"
Export Cleaned Dataset,46,79,"['numpy', 'pandas', 're', 'glob', 'os', 'sys', 'json']"
CORD19-EDA extended to all available datasets,78,1187,"['os', 'json', 'pprint.pprint', 'copy.deepcopy', 'numpy', 'pandas', 'tqdm.notebook.tqdm', 'nltk.tokenize.word_tokenize', 'nltk.corpus.stopwords', 'gensim', 'sklearn.manifold.TSNE', 'seaborn', 'matplotlib.pyplot', 'adjustText.adjust_text']"
Recommend a paper by using word embeddings,34,2077,"['matplotlib.pyplot', 'numpy', 'pandas', 'spacy', 'gensim.models.Word2Vec', 'sklearn.metrics', 'sklearn.mixture', 'sklearn.decomposition', 'spacy_langdetect.LanguageDetector', 'tqdm.auto.tqdm', 'langdetect.DetectorFactory']"
COVID-19 Incubation period,166,601,"['numpy', 'os', 'sys', 'json', 'nltk.data']"
Citation Analysis - Environmental Factors,98,2446,"['matplotlib.pyplot', 'networkx', 'numpy', 'scipy.sparse', 'pandas', 'sklearn.neighbors.NearestNeighbors']"
COVID-19-Visualization by co-occurrence network.,68,361,"['numpy', 'pandas', 'os', 're', 'pathlib.Path', 'itertools', 'collections', 'networkx', 'matplotlib.pyplot', 'seaborn']"
